"year","state_name","state_code","sector","enterprise_type","activity","no_enterprises","msme_micro","msme_small","msme_medium","msme_total","non_msme","female_employees","male_employees","total_employees","formal_ann_salary","informal_ann_salary","all_ann_salary","less_than_4hours","hours_4to7","more_than_8hours","wh_not_reported","gross_value_added","per_employee_gva","per_enterprise_gva","within_hh","fixed","temporary_kiosk","no_fixed","mobile","total_outsidehh","ent_notreported","avg_gva_lessthan4hr","avg_gv_4to8hr","avg_gva_above8hr","avg_gva_all","proprietary_male","proprietary_female","proprietary_same_hh","proprietary_diff_hh","proprietary_shg","proprietary_trust","proprietary_others","proprietary_nr","perennial","seasonal","casual","operation_nr","own_management","usual_discharge","road_river_nala","not_generated_lw","local_civicauthority","authorised_ground","own_system","road_side","noprovision_thers","not_generated_sw","no_assistance","financial_loan","subsidy","machinery_equipment","skill_devlopment","marketing","raw_material","other_assistance","no_problems","power_cuts","shortage_raw_materials","fall_demand","high_cost_credit","non_recovery_financial_dues","non_available_labours","non_available_skilled_labour","labour_disputes","problems_others","not_registered","establishment_act","local_body","sales_tax_act","provident_fund_act","esc_act","stock_exchange","other_industry_act","donation_grants","major_receipt_others","not_any","data_collected","data_not_collected","no_accounts","st","sc","obc","social_groups_other","unknown"
"2016","Punjab","03","Urban","Establishment","Trade","106768","103461","3306","0","106768","0","9128","333226","342925","89083","75638","75747","0.0","6.0","94.0","0.0","7349","214303.42","688314.88","428166","700487","333600","273480","0","199967","0","0","410651","192600","205453","86","1","11","2","0","0","0","0","98","2","0","0","1","3","7","89","59","6","5","20","1","9","99","2","0","0","0","0","0","0","63","2","1","15","2","11","6","3","0","4","26","25","50","32","0","0","0","15","0","0","100","0","59","41","0","4","10","85","1"
"2016","Punjab","03","Urban","Establishment","Services","60531","58010","2444","58","60512","19","88737","190084","278821","180675","68480","87399","1.0","25.0","74.0","0.0","3731","133813.45","616378.38","410585","659842","261280","221220","480367","318831","0","80007","121000","138580","133773","82","8","4","2","0","3","2","0","100","0","0","0","3","16","16","65","55","9","4","21","1","9","99","0","0","0","0","0","0","0","67","2","0","17","1","4","5","4","0","4","40","7","34","6","1","0","0","30","0","2","98","0","35","65","0","10","14","73","3"
"2016","Punjab","03","Urban","Establishment","Total","235116","228897","6142","58","235097","19","110477","776347","887394","172807","74525","80779","0.0","11.0","89.0","0.0","14638","164954.91","622586.31","440383","643342","263035","223110","164607","260392","0","80007","177832","160097","161868","86","5","7","2","0","1","0","0","99","1","0","0","2","9","10","80","57","6","7","20","2","7","99","1","0","0","0","0","0","0","63","3","1","17","2","8","6","4","0","3","38","17","42","21","0","0","0","16","0","1","99","0","45","55","0","6","14","78","1"
"2016","Punjab","03","Urban","All","Manufacturing","205711","205140","571","0","205711","0","82051","353634","435685","72252","79060","79010","","","","","5169","118640.76","251274.84","113618","365751","102315","74293","185546","176344","0","18692","51147","128947","115268","67","30","3","1","0","0","0","0","99","1","0","0","1","11","8","80","55","5","8","16","5","11","100","0","0","0","0","0","0","0","62","6","1","26","1","6","3","3","0","3","74","6","21","10","0","0","0","4","0","0","100","0","12","88","1","20","32","47","0"
"2016","Punjab","03","Urban","All","Trade","348394","344830","3564","0","348394","0","36940","596949","634460","89083","75426","75535","0.0","9.0","91.0","0.0","11535","181808.16","331090.66","180623","381054","176030","82183","92477","100156","0","0","197722","173207","175340","86","7","7","1","0","0","0","0","99","1","0","0","1","3","9","87","48","6","5","27","1","13","99","1","0","0","0","0","0","0","61","1","0","23","3","11","2","1","0","5","47","16","39","15","0","0","0","11","0","0","100","0","27","73","0","13","17","69","1"
"2016","Punjab","03","Urban","All","Services","295344","292700","2567","58","295325","19","135720","401564","537284","180675","68501","87196","5.0","23.0","72.0","0.0","6311","117461.16","213683.03","106065","327937","170044","101543","110660","78516","0","37704","109890","124357","116429","81","16","2","1","0","1","0","0","99","1","0","0","1","13","14","72","37","9","3","19","3","30","100","0","0","0","0","0","0","0","69","5","0","18","1","4","1","1","0","8","71","4","18","1","0","0","0","13","0","1","99","0","9","92","0","24","21","53","1"
"2016","Punjab","03","Urban","All","Total","849449","842670","6702","58","849429","19","254711","1352147","1607428","172807","74433","80644","3.0","15.0","83.0","0.0","23015","143179.05","270940.34","122092","363419","167871","99707","107098","92440","0","31918","115901","147141","139625","79","15","4","1","0","0","0","0","99","1","0","0","1","9","10","80","46","7","5","21","3","18","99","1","0","0","0","0","0","0","64","3","1","22","2","7","2","1","0","6","62","10","27","9","0","0","0","10","0","0","100","0","17","83","0","19","22","58","1"
"2016","Punjab","03","Total","Own Account Enterprises","Manufacturing","291372","291193","179","0","291372","0","126942","206600","333542","0","42372","42372","","","","","2902","87005.531","99597.766","74371","136462","108611","74293","151150","72712","0","20262","50736","103841","82996","60","38","2","0","0","0","0","0","100","1","0","0","0","6","8","86","27","8","13","31","6","15","100","0","0","0","0","0","0","0","62","4","1","23","1","12","1","0","0","5","92","1","7","3","0","0","0","2","0","0","100","0","4","96","0","27","39","34","0"
"2016","Punjab","03","Total","Own Account Enterprises","Trade","440158","439779","379","0","440158","0","58129","455710","513839","0","47342","47342","0.0","11.0","89.0","0.0","6320","122995.73","143584.8","116719","162795","162078","63355","90258","85151","0","108343","72363","124295","118409","86","10","3","1","0","0","0","0","100","0","0","0","1","3","9","87","26","8","7","42","2","15","99","1","0","0","0","0","0","0","57","0","0","24","4","17","0","0","0","5","72","7","19","4","0","0","0","8","0","0","100","0","9","91","0","23","21","56","1"
"2016","Punjab","03","Total","Own Account Enterprises","Services","422382","422034","348","0","422382","0","64113","391135","455248","164571","61832","84847","8.0","20.0","72.0","0.0","4404","96738.484","104265.8","84046","126764","135581","89419","114035","79482","0","34246","92424","102938","95286","86","13","1","0","0","0","0","0","99","1","0","0","1","9","17","74","20","8","6","32","3","32","100","0","0","0","0","0","0","0","71","3","0","17","1","6","0","0","0","6","80","2","8","0","0","0","0","13","0","0","100","0","2","98","0","30","24","46","1"
"2016","Punjab","03","Total","Own Account Enterprises","Total","1153913","1153007","906","0","1153913","0","249183","1053445","1302629","164571","51572","63543","4.0","19.0","77.0","0.0","13626","104603.84","118085.16","88069","146458","142469","88002","106850","81710","0","29573","70694","112936","101265","79","18","2","0","0","0","0","0","99","1","0","0","1","6","12","82","24","8","8","36","3","21","100","0","0","0","0","0","0","0","64","2","0","21","2","12","0","0","0","5","80","4","12","2","0","0","0","8","0","0","100","0","5","95","0","26","26","47","1"
"2016","Punjab","03","Total","Establishment","Manufacturing","92316","91825","491","0","92316","0","17628","315532","333160","67703","76891","76830","","","","","4293","128857.01","465033.16","349952","486842","1422608","23400","104000","266166","0","26767","45075","130719","127301","88","8","3","1","0","0","0","0","99","1","0","0","2","9","12","78","43","5","14","30","5","3","99","1","0","0","0","0","0","0","61","7","2","17","1","8","6","6","0","2","64","9","26","14","0","0","0","7","0","0","100","0","26","74","0","8","27","64","0"
"2016","Punjab","03","Total","Establishment","Trade","134236","130574","3662","0","134236","0","10021","400173","410764","84413","74113","74228","0.0","6.0","94.0","0.0","8364","203620.58","623081.75","288555","661175","318527","273480","0","195528","0","0","377098","184467","195172","85","1","10","4","0","0","0","0","98","2","0","0","1","3","9","87","47","7","6","26","1","14","99","1","0","0","0","0","0","0","62","1","1","17","2","10","5","3","0","4","35","21","40","30","0","0","0","14","0","0","100","0","54","46","0","4","10","84","1"
"2016","Punjab","03","Total","Establishment","Services","84567","80868","3622","58","84548","19","109350","254684","364061","168971","67750","84872","1.0","25.0","74.0","0.0","4679","128522.41","553289.13","382499","607862","268228","191605","275517","300769","0","92368","115597","132653","128064","84","6","3","2","0","2","2","0","98","2","0","0","2","15","20","63","40","9","5","32","3","11","98","1","0","0","0","0","0","0","66","2","0","15","2","6","5","5","0","4","45","6","25","4","1","0","0","33","0","2","98","0","30","70","0","14","16","68","2"
"2016","Punjab","03","Total","Establishment","Total","311119","303267","7775","58","311100","19","136999","970388","1107985","161242","72927","78882","0.0","11.0","88.0","0.0","17336","156464.22","557214.44","338727","596444","320004","191314","241002","282516","0","71940","157715","153026","153261","86","5","6","2","0","1","1","0","98","2","0","0","2","8","13","78","44","7","8","29","3","10","99","1","0","0","0","0","0","0","63","3","1","17","1","8","5","4","0","3","46","13","32","18","0","0","0","17","0","1","99","0","39","61","0","8","17","74","1"
"2016","Punjab","03","Total","All","Manufacturing","383688","383018","670","0","383688","0","144570","522132","666702","67703","76493","76435","3.0","17.0","80.0","0.0","7195","107919.28","187522.16","93944","277173","176828","69128","141635","110559","0","20586","50158","119702","104747","67","31","2","0","0","0","0","0","99","1","0","0","1","6","9","84","31","7","13","31","6","12","100","0","0","0","0","0","0","0","62","5","1","22","1","11","2","2","0","4","85","3","11","6","0","0","0","3","0","0","100","0","9","91","0","22","36","41","0"
"2016","Punjab","03","Total","All","Trade","574395","570354","4041","0","574395","0","68150","855882","924603","84413","73919","74036","0.0","9.0","91.0","0.0","14684","158814.11","255642.89","136006","311378","166392","72885","90258","86292","0","108343","158589","152032","152593","86","8","5","1","0","0","0","0","99","1","0","0","1","3","9","87","31","8","7","38","1","15","99","1","0","0","0","0","0","0","58","1","0","23","3","15","1","1","0","5","64","10","24","10","0","0","0","9","0","0","100","0","19","81","0","18","18","63","1"
"2016","Punjab","03","Total","All","Services","506949","502902","3970","58","506930","19","173462","645819","819309","168888","67671","84872","5.0","22.0","73.0","0.0","9083","110861.71","179169.89","103989","259304","153213","97084","121258","92516","0","37583","104065","116248","109758","86","12","2","1","0","0","0","0","99","2","0","0","1","10","18","72","23","8","6","32","3","28","100","1","0","0","0","0","0","0","71","3","0","16","1","6","1","1","0","6","74","2","11","1","0","0","0","17","0","1","99","0","7","93","0","27","22","49","1"
"2016","Punjab","03","Total","All","Total","1465032","1456274","8681","58","1465012","19","386182","2023834","2410613","161299","72701","78713","2.0","16.0","82.0","0.0","30962","128440.36","211340.09","108029","288429","159109","95639","111579","90788","0","31892","99674","132658","125012","81","15","3","1","0","0","0","0","99","1","0","0","1","6","12","81","28","8","8","34","3","19","99","1","0","0","0","0","0","0","63","3","1","20","2","11","1","1","0","5","73","6","16","6","0","0","0","10","0","0","100","0","12","88","0","22","24","52","1"
"2016","Chandigarh","04","Rural","Own Account Enterprises","Manufacturing","78","78","0","0","78","0","34","48","82","0","0","0","","","","","1","121951.22","128205.13","35100","292586","0","0","0","0","0","0","35100","270481","177892","52","43","5","0","0","0","0","0","100","0","0","0","41","5","0","54","46","0","0","0","0","54","100","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","100","0","0","100","7","0","27","66","1"
"2016","Chandigarh","04","Rural","Own Account Enterprises","Trade","731","731","0","0","731","0","0","761","761","0","0","0","0.0","0.0","100.0","0.0","28","367936.94","383036.94","0","377415","0","0","0","0","0","0","0","362403","362403","99","0","1","0","0","0","0","0","100","0","0","0","30","2","0","69","75","0","0","0","0","25","100","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","100","0","0","100","4","0","30","65","1"
"2016","Chandigarh","04","Rural","Own Account Enterprises","Services","274","269","5","0","274","0","18","268","285","0","0","0","0.0","3.0","97.0","0.0","7","245614.03","255474.45","45540","253192","0","0","0","0","0","0","45540","242826","237758","95","5","0","0","0","0","0","0","100","0","0","0","34","2","1","63","75","0","0","0","0","25","100","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","75","0","0","0","0","0","0","25","0","0","100","0","25","75","6","0","40","54","0"
"2016","Chandigarh","04","Rural","Own Account Enterprises","Total","1083","1078","5","0","1083","0","51","1077","1129","0","0","0","0.0","4.0","97.0","0.0","36","318866.25","332409.97","37034","341930","0","0","0","0","0","0","37034","327669","317473","95","4","1","0","0","0","0","0","100","0","0","0","32","2","0","66","73","0","0","0","0","27","100","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","93","0","0","0","0","0","0","7","0","0","100","0","6","94","5","0","34","61","1"
"2016","Chandigarh","04","Rural","Establishment","Manufacturing","162","162","0","0","162","0","60","464","524","81587","114979","114641","","","","","10","190839.69","617283.94","438639","662570","0","0","0","0","0","0","0","198620","198620","81","19","0","0","0","0","0","0","100","0","0","0","23","21","19","37","54","0","0","19","0","28","100","0","0","0","0","0","0","0","99","0","0","0","0","1","0","0","0","0","100","0","0","0","0","0","0","0","0","5","95","0","1","99","0","0","37","57","6"
"2016","Chandigarh","04","Rural","Establishment","Trade","175","175","0","0","175","0","6","379","385","0","82425","82425","0.0","0.0","100.0","0.0","5","129870.13","285714.28","0","307427","126364","0","0","0","0","0","0","135346","135346","100","0","0","0","0","0","0","0","100","0","0","0","34","18","0","47","57","1","0","0","0","42","100","0","0","0","0","0","0","0","99","0","0","1","0","0","0","0","0","0","97","0","0","0","0","0","0","3","0","0","100","0","6","94","1","0","32","68","0"
"2016","Chandigarh","04","Rural","Establishment","Services","150","142","8","0","150","0","16","354","370","0","84958","84958","0.0","1.0","99.0","0.0","6","162162.16","400000.0","245209","431408","387805","0","0","0","0","0","55680","165066","163983","92","8","0","0","0","0","0","0","100","0","0","0","51","32","0","17","80","0","0","0","0","20","100","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","1","83","0","0","1","0","0","0","17","0","5","95","0","11","89","3","0","35","56","6"
"2016","Chandigarh","04","Rural","Establishment","Total","487","479","8","0","487","0","82","1198","1280","81587","97953","97877","0.0","0.0","100.0","0.0","22","171875.0","451745.38","330746","463452","290360","0","0","0","0","0","55680","169881","169554","91","9","0","0","0","0","0","0","100","0","0","0","36","24","6","35","63","0","0","6","0","31","100","0","0","0","0","0","0","0","99","0","0","0","0","0","0","0","0","0","94","0","0","0","0","0","0","6","0","3","97","0","6","94","1","0","34","61","4"
"2016","Chandigarh","04","Rural","All","Manufacturing","240","240","0","0","240","0","94","513","606","81587","114979","114641","","","","","12","198019.8","500000.0","153330","574975","0","0","0","0","0","0","35100","204850","195816","72","27","2","0","0","0","0","0","100","0","0","0","29","16","13","43","51","0","0","13","0","36","100","0","0","0","0","0","0","0","100","0","0","0","0","1","0","0","0","0","100","0","0","0","0","0","0","0","0","3","97","0","1","99","5","0","29","64","2"
"2016","Chandigarh","04","Rural","All","Trade","907","907","0","0","907","0","6","1141","1147","0","82425","82425","0.0","0.0","100.0","0.0","33","287707.06","363836.81","0","364498","126364","0","0","0","0","0","0","286120","286120","99","0","1","0","0","0","0","0","100","0","0","0","30","5","0","65","72","0","0","0","0","28","100","0","0","0","0","0","0","0","100","0","0","1","0","0","0","0","0","0","99","0","0","0","0","0","0","1","0","0","100","0","1","99","4","0","31","65","1"
"2016","Chandigarh","04","Rural","All","Services","424","411","13","0","424","0","33","622","656","0","84958","84958","0.0","2.0","98.0","0.0","13","198170.73","306603.78","184696","307179","387805","0","0","0","0","0","48917","198621","196109","94","6","0","0","0","0","0","0","100","0","0","0","40","13","1","47","77","0","0","0","0","23","100","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","78","0","0","0","0","0","0","22","0","2","98","0","20","80","5","0","39","55","1"
"2016","Chandigarh","04","Rural","All","Total","1570","1557","13","0","1570","0","133","2275","2409","81587","97953","97877","0.0","2.0","98.0","0.0","58","240763.8","369426.75","164199","377368","290360","0","0","0","0","0","38612","242549","238885","94","6","1","0","0","0","0","0","100","0","0","0","33","9","2","56","70","0","0","2","0","28","100","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","93","0","0","0","0","0","0","7","0","1","99","0","6","94","5","0","34","61","1"
"2016","Chandigarh","04","Urban","Own Account Enterprises","Manufacturing","2030","2030","0","0","2030","0","493","2258","2750","0","0","0","","","","","41","149090.91","201970.44","75013","231745","147600","0","0","139200","0","0","115534","149119","145518","54","21","25","0","0","0","0","0","100","0","0","0","1","11","3","86","34","29","7","0","0","31","100","0","0","0","0","0","0","0","84","0","0","16","0","0","0","0","0","0","97","1","2","1","0","0","0","0","0","1","99","0","0","100","0","0","16","83","2"
"2016","Chandigarh","04","Urban","Own Account Enterprises","Trade","15402","15343","59","0","15402","0","886","16035","16922","0","72000","72000","0.0","5.0","96.0","0.0","441","260607.5","286326.44","60823","319808","68169","0","195600","98458","0","0","116123","264324","257682","89","5","7","0","0","0","0","0","100","0","0","0","0","9","26","66","56","11","5","21","0","8","100","0","0","0","0","0","0","0","96","0","0","2","0","0","0","0","0","2","85","1","7","10","0","0","0","3","0","0","100","0","4","96","0","0","14","85","0"
"2016","Chandigarh","04","Urban","Own Account Enterprises","Services","15544","15544","0","0","15544","0","1450","18385","19836","0","0","0","0.0","5.0","95.0","0.0","223","112421.86","143463.72","92747","186252","77297","95588","227687","177551","0","0","71784","114110","112200","66","9","25","0","0","0","0","0","100","0","0","0","5","53","6","36","26","49","0","0","0","25","100","0","0","0","0","0","0","0","85","0","0","15","0","0","0","0","0","1","93","1","4","0","0","0","0","6","0","0","100","0","0","100","0","5","21","72","2"
"2016","Chandigarh","04","Urban","Own Account Enterprises","Total","32976","32917","59","0","32976","0","2829","36678","39508","0","72000","72000","0.0","5.0","95.0","0.0","706","178697.98","214095.09","77050","275647","77565","95588","209646","160913","0","0","95426","181450","177147","76","8","16","0","0","0","0","0","100","0","0","0","2","30","15","53","40","30","3","10","0","18","100","0","0","0","0","0","0","0","90","0","0","9","0","0","0","0","0","1","89","1","5","5","0","0","0","4","0","0","100","0","2","98","0","3","18","78","1"
"2016","Chandigarh","04","Urban","Establishment","Manufacturing","4463","4442","21","0","4463","0","3269","15644","18913","137182","94475","95715","","","","","292","154391.16","654268.44","569065","654831","0","0","0","0","0","0","0","153346","153346","67","30","3","0","0","0","0","0","100","0","0","0","17","20","1","62","50","29","18","1","0","3","100","0","0","0","0","0","0","0","60","0","0","16","6","0","16","1","0","2","70","18","23","25","0","3","0","3","0","0","100","0","22","78","0","2","24","74","0"
"2016","Chandigarh","04","Urban","Establishment","Trade","7299","7263","35","0","7299","0","1131","25691","26898","100327","98397","98434","0.0","0.0","100.0","0.0","550","204476.17","753527.88","0","749849","0","0","2000000","0","0","0","237757","201295","201381","85","4","10","1","0","0","0","0","100","0","0","0","1","18","6","76","46","20","8","0","0","26","100","0","0","0","0","0","0","0","86","0","0","9","0","1","1","0","0","4","53","26","30","32","0","0","0","6","0","1","99","0","31","69","0","0","15","84","1"
"2016","Chandigarh","04","Urban","Establishment","Services","10147","9917","223","0","10140","7","4575","35711","40362","178245","86707","89228","0.0","5.0","95.0","0.0","680","168475.3","670148.81","601070","671047","458617","0","0","0","0","201600","204496","165595","167655","84","14","1","1","0","0","0","0","100","0","0","0","16","60","1","24","41","49","3","0","0","6","100","0","0","0","0","0","0","0","89","0","0","10","0","0","1","0","0","1","76","9","9","8","0","2","0","14","0","0","100","0","11","89","0","0","12","87","1"
"2016","Chandigarh","04","Urban","Establishment","Total","21909","21622","280","0","21902","7","8975","77045","86172","150779","91848","93350","0.0","3.0","98.0","0.0","1521","176507.45","694235.25","587159","694125","458617","0","2000000","0","0","201600","205472","174329","175122","81","14","4","1","0","0","0","0","100","0","0","0","11","38","2","49","45","35","8","0","0","12","100","0","0","0","0","0","0","0","82","0","0","11","1","0","4","0","0","2","67","16","19","19","0","2","0","9","0","1","100","0","20","80","0","0","15","84","1"
"2016","Chandigarh","04","Urban","All","Manufacturing","6493","6472","21","0","6493","0","3762","17901","21663","137182","94475","95715","","","","","333","153718.33","512860.0","313484","550680","147600","0","0","139200","0","0","115534","152849","152329","63","27","10","0","0","0","0","0","100","0","0","0","12","17","2","69","45","29","14","1","0","12","100","0","0","0","0","0","0","0","68","0","0","16","4","0","11","1","0","2","79","13","17","17","0","2","0","2","0","1","99","0","15","85","0","1","19","79","1"
"2016","Chandigarh","04","Urban","All","Trade","22701","22606","95","0","22701","0","2017","41726","43819","100327","98241","98280","0.0","2.0","98.0","0.0","991","226157.61","436544.66","60823","474690","68169","0","243746","98458","0","0","125543","224945","223083","88","4","8","0","0","0","0","0","100","0","0","0","0","12","19","69","53","13","6","14","0","14","100","0","0","0","0","0","0","0","93","0","0","4","0","0","0","0","0","3","75","9","15","17","0","0","0","4","0","0","100","0","13","87","0","0","15","85","1"
"2016","Chandigarh","04","Urban","All","Services","25690","25460","223","0","25684","7","6025","54096","60197","178245","86707","89228","0.0","5.0","95.0","0.0","902","149841.36","351109.38","118897","495987","80538","95588","227687","177551","0","201600","164138","148596","149419","73","11","15","1","0","0","0","0","100","0","0","0","9","56","4","32","32","49","1","0","0","18","100","0","0","0","0","0","0","0","86","0","0","13","0","0","0","0","0","1","86","4","6","3","0","1","0","9","0","0","100","0","5","96","0","3","19","76","2"
"2016","Chandigarh","04","Urban","All","Total","54885","54539","339","0","54878","7","11805","113723","125680","150779","91814","93314","0.0","3.0","97.0","0.0","2227","177196.05","405757.5","100325","493364","80738","95588","236821","160913","0","201600","152963","176528","175758","78","10","12","0","0","0","0","0","100","0","0","0","6","33","10","51","42","32","5","6","0","15","100","0","0","0","0","0","0","0","87","0","0","10","1","0","2","0","0","2","80","7","11","11","0","1","0","6","0","0","100","0","9","91","0","2","17","80","1"
"2016","Chandigarh","04","Total","Own Account Enterprises","Manufacturing","2108","2108","0","0","2108","0","526","2306","2833","0","0","0","","","","","43","151782.56","203984.81","58614","233625","147600","0","0","139200","0","0","107830","151455","146427","54","21","25","0","0","0","0","0","100","0","0","0","2","11","3","84","34","28","6","0","0","32","100","0","0","0","0","0","0","0","85","0","0","15","0","0","0","0","0","0","97","1","2","1","0","0","0","0","0","1","99","0","0","100","4","0","22","73","1"
"2016","Chandigarh","04","Total","Own Account Enterprises","Trade","16133","16074","59","0","16133","0","886","16796","17683","0","72000","72000","0.0","4.0","96.0","0.0","469","265226.5","290708.5","60823","322891","68169","0","195600","98458","0","0","116123","268684","262138","89","4","6","0","0","0","0","0","100","0","0","0","1","8","24","66","57","10","5","20","0","9","100","0","0","0","0","0","0","0","96","0","0","2","0","0","0","0","0","2","85","1","7","10","0","0","0","3","0","0","100","0","4","96","2","0","22","76","1"
"2016","Chandigarh","04","Total","Own Account Enterprises","Services","15818","15813","5","0","15818","0","1468","18653","20121","0","0","0","0.0","5.0","95.0","0.0","230","114308.44","145403.97","92415","189255","77297","95588","227687","177551","0","0","71579","115975","113980","67","9","24","0","0","0","0","0","100","0","0","0","5","52","6","37","27","48","0","0","0","25","100","0","0","0","0","0","0","0","85","0","0","14","0","0","0","0","0","1","92","1","4","0","0","0","0","6","0","0","100","0","1","99","2","3","28","66","1"
"2016","Chandigarh","04","Total","Own Account Enterprises","Total","34059","33995","64","0","34059","0","2881","37756","40637","0","72000","72000","0.0","5.0","95.0","0.0","741","182346.14","217563.64","76301","278927","77565","95588","209646","160913","0","0","94294","185544","181015","77","7","16","0","0","0","0","0","100","0","0","0","3","29","15","54","41","29","3","9","0","18","100","0","0","0","0","0","0","0","90","0","0","8","0","0","0","0","0","1","89","1","5","5","0","0","0","4","0","0","100","0","2","98","2","2","25","71","1"
"2016","Chandigarh","04","Total","Establishment","Manufacturing","4625","4604","21","0","4625","0","3329","16108","19437","136694","94993","96184","0.0","0.0","100.0","0.0","302","155373.77","652973.0","538219","655082","0","0","0","0","0","0","0","154560","154560","68","30","3","0","0","0","0","0","100","0","0","0","17","20","2","61","50","28","17","2","0","4","100","0","0","0","0","0","0","0","61","0","0","16","6","0","16","1","0","2","71","17","22","24","0","2","0","3","0","1","100","0","21","79","0","1","28","69","2"
"2016","Chandigarh","04","Total","Establishment","Trade","7474","7439","35","0","7474","0","1137","26070","27283","100327","98205","98245","0.0","0.0","100.0","0.0","555","203423.38","742574.25","0","740014","126364","0","2000000","0","0","0","237757","200375","200462","86","3","10","1","0","0","0","0","100","0","0","0","1","18","6","75","47","19","8","0","0","26","100","0","0","0","0","0","0","0","86","0","0","9","0","1","1","0","0","4","54","26","29","31","0","0","0","6","0","1","99","0","31","69","0","0","18","81","1"
"2016","Chandigarh","04","Total","Establishment","Services","10296","10058","232","0","10290","7","4591","36065","40732","178245","86693","89197","0.0","5.0","95.0","0.0","686","168417.95","666278.19","518864","668313","439036","0","0","0","0","201600","204241","165590","167622","84","14","1","1","0","0","0","0","100","0","0","0","16","60","1","24","42","49","3","0","0","6","100","0","0","0","0","0","0","0","89","0","0","9","0","0","1","0","0","1","76","8","8","8","0","2","0","14","0","1","100","0","11","89","1","0","16","81","2"
"2016","Chandigarh","04","Total","Establishment","Total","22396","22101","288","0","22389","7","9057","78243","87452","150618","91927","93407","0.0","3.0","98.0","0.0","1543","176439.64","688962.31","527311","689655","394913","0","2000000","0","0","201600","205223","174263","175041","81","14","4","1","0","0","0","0","100","0","0","0","11","38","3","49","45","35","8","1","0","12","100","0","0","0","0","0","0","0","83","0","0","11","1","0","4","0","0","2","68","16","18","19","0","2","0","9","0","1","100","0","20","80","0","0","19","79","2"
"2016","Chandigarh","04","Total","All","Manufacturing","6733","6712","21","0","6733","0","3856","18414","22270","136694","94993","96184","0.0","2.0","99.0","0.0","345","154916.92","512401.59","259369","551459","147600","0","0","139200","0","0","107830","154197","153502","64","27","9","0","0","0","0","0","100","0","0","0","12","17","2","68","45","28","14","1","0","12","100","0","0","0","0","0","0","0","69","0","0","15","4","0","11","1","0","2","79","12","16","17","0","2","0","2","0","1","99","0","15","85","3","0","24","72","2"
"2016","Chandigarh","04","Total","All","Trade","23608","23513","95","0","23608","0","2023","42867","44966","100327","98051","98094","0.0","2.0","98.0","0.0","1024","227727.61","433751.28","60823","470009","74766","0","243746","98458","0","0","125543","226512","224669","88","4","8","0","0","0","0","0","100","0","0","0","1","12","19","69","54","13","6","13","0","14","100","0","0","0","0","0","0","0","93","0","0","4","0","0","0","0","0","3","75","9","14","17","0","0","0","4","0","0","100","0","12","88","1","0","21","77","1"
"2016","Chandigarh","04","Total","All","Services","26114","25871","237","0","26108","7","6059","54718","60853","178245","86693","89197","0.0","5.0","95.0","0.0","915","150362.34","350386.78","120324","491501","81532","95588","227687","177551","0","201600","163725","149153","149920","74","11","15","1","0","0","0","0","100","0","0","0","10","55","4","32","33","48","1","0","0","18","100","0","0","0","0","0","0","0","87","0","0","12","0","0","0","0","0","1","86","4","6","3","0","1","0","9","0","0","100","0","5","95","2","2","25","69","1"
"2016","Chandigarh","04","Total","All","Total","56455","56096","352","0","56449","7","11938","115999","128088","150618","91893","93372","0.0","3.0","97.0","0.0","2285","178392.98","404747.16","102311","489413","81795","95588","236821","160913","0","201600","151796","177779","176936","78","10","11","0","0","0","0","0","100","0","0","0","6","32","10","52","43","31","5","6","0","16","100","0","0","0","0","0","0","0","87","0","0","9","1","0","2","0","0","2","81","7","10","10","0","1","0","6","0","0","100","0","9","91","2","1","23","73","1"
"2016","Uttarakhand","05","Rural","Own Account Enterprises","Manufacturing","38789","38789","0","0","38789","0","10339","31730","42070","0","61655","61655","","","","","278","66080.344","71669.805","56459","92824","69129","0","84294","57527","0","24091","41933","83297","59302","77","18","5","0","0","0","0","0","100","0","0","0","1","5","12","82","8","11","14","55","3","9","100","0","0","0","0","0","0","0","53","2","0","32","6","9","0","0","0","8","80","0","19","0","0","0","0","0","0","0","100","0","0","100","7","31","31","31","0"
"2016","Uttarakhand","05","Rural","Own Account Enterprises","Trade","69029","69025","3","0","69029","0","6248","73887","80135","0","42328","42328","0.0","9.0","91.0","0.0","638","79615.648","92424.922","92719","91742","50781","188400","96442","105254","0","70795","55952","73203","71627","94","3","3","0","0","0","0","0","100","0","0","0","2","2","6","90","11","13","4","66","1","6","99","1","0","0","0","0","0","0","61","3","2","16","8","23","0","0","0","3","46","1","51","4","0","0","0","4","0","0","100","0","7","94","2","10","21","68","0"
